Gene_ID,Num_Transcripts,Transcripts_IDs,Transcript_Lengths,Difference_Length,Longest_Transcript,Length
g_968,1,['anno2.MSTRG.378.1'],[595],0,anno2.MSTRG.378.1,595
g_15864,1,['anno2.1_t'],[158],0,anno2.1_t,158
g_969,1,['anno1.g1007.t1'],[165],0,anno1.g1007.t1,165
g_970,1,['anno1.g1008.t1'],[344],0,anno1.g1008.t1,344
g_16787,1,['anno2.6278_t'],[161],0,anno2.6278_t,161
g_971,2,"['anno2.MSTRG.385.1', 'anno2.MSTRG.385.5']","[367, 379]",12,anno2.MSTRG.385.5,379
g_972,1,['anno1.g1010.t1'],[116],0,anno1.g1010.t1,116
g_973,1,['anno1.g1011.t1'],[578],0,anno1.g1011.t1,578
g_974,2,"['anno1.g1012.t1', 'anno2.2457_t']","[1016, 489]",527,anno1.g1012.t1,1016
g_975,2,"['anno1.g1013.t1', 'anno2.MSTRG.387.2']","[497, 509]",12,anno2.MSTRG.387.2,509
g_976,2,"['anno1.g1014.t1', 'anno2.MSTRG.388.4']","[737, 676]",61,anno1.g1014.t1,737
g_977,1,['anno1.g1015.t1'],[344],0,anno1.g1015.t1,344
g_978,1,['anno1.g1016.t1'],[105],0,anno1.g1016.t1,105
g_979,1,['anno1.g1017.t1'],[184],0,anno1.g1017.t1,184
g_980,1,['anno1.g1018.t1'],[312],0,anno1.g1018.t1,312
g_981,1,['anno1.g1019.t1'],[1195],0,anno1.g1019.t1,1195
g_982,1,['anno1.g1020.t1'],[193],0,anno1.g1020.t1,193
g_983,1,['anno1.g1021.t1'],[193],0,anno1.g1021.t1,193
g_984,1,['anno1.g1022.t1'],[199],0,anno1.g1022.t1,199
g_985,1,['anno1.g1023.t1'],[186],0,anno1.g1023.t1,186
g_986,1,['anno1.g1024.t1'],[191],0,anno1.g1024.t1,191
g_987,1,['anno1.g1025.t1'],[191],0,anno1.g1025.t1,191
g_988,1,['anno1.g1026.t1'],[191],0,anno1.g1026.t1,191
g_989,1,['anno1.g1027.t1'],[196],0,anno1.g1027.t1,196
g_990,1,['anno1.g1028.t1'],[189],0,anno1.g1028.t1,189
g_991,1,['anno1.g1029.t1'],[436],0,anno1.g1029.t1,436
g_993,1,['anno1.g1031.t1'],[207],0,anno1.g1031.t1,207
g_994,2,"['anno1.g1032.t1', 'anno2.MSTRG.400.2']","[224, 210]",14,anno1.g1032.t1,224
g_995,3,"['anno1.g1033.t1', 'anno1.g1033.t2', 'anno2.3185_t']","[183, 185, 228]",45,anno2.3185_t,228
g_996,1,['anno1.g1034.t1'],[455],0,anno1.g1034.t1,455
g_997,1,['anno1.g1035.t1'],[377],0,anno1.g1035.t1,377
g_998,1,['anno1.g1036.t1'],[718],0,anno1.g1036.t1,718
g_999,1,['anno1.g1037.t1'],[225],0,anno1.g1037.t1,225
g_1000,1,['anno1.g1038.t1'],[551],0,anno1.g1038.t1,551
g_1001,2,"['anno1.g1039.t1', 'anno2.1186_t']","[562, 480]",82,anno1.g1039.t1,562
g_1002,1,['anno1.g1040.t1'],[193],0,anno1.g1040.t1,193
g_1003,1,['anno1.g1041.t1'],[570],0,anno1.g1041.t1,570
g_1004,1,['anno1.g1042.t1'],[657],0,anno1.g1042.t1,657
g_1005,1,['anno2.MSTRG.409.1'],[293],0,anno2.MSTRG.409.1,293
g_1006,1,['anno1.g1044.t1'],[322],0,anno1.g1044.t1,322
g_1007,2,"['anno1.g1046.t1', 'anno2.MSTRG.410.2']","[461, 417]",44,anno1.g1046.t1,461
g_1008,2,"['anno1.g1047.t1', 'anno2.MSTRG.412.2']","[1653, 1615]",38,anno1.g1047.t1,1653
g_1009,3,"['anno1.g1048.t1', 'anno1.g1048.t2', 'anno2.MSTRG.413.3']","[1179, 1176, 1182]",6,anno2.MSTRG.413.3,1182
g_1010,1,['anno1.g1049.t1'],[357],0,anno1.g1049.t1,357
g_1011,1,['anno1.g1050.t1'],[384],0,anno1.g1050.t1,384
g_1012,2,"['anno1.g1051.t1', 'anno1.g1051.t2']","[233, 220]",13,anno1.g1051.t1,233
g_1013,1,['anno1.g1052.t1'],[540],0,anno1.g1052.t1,540
g_1014,1,['anno1.g1053.t1'],[360],0,anno1.g1053.t1,360
g_1015,1,['anno1.g1054.t1'],[355],0,anno1.g1054.t1,355
g_1016,1,['anno1.g1055.t1'],[387],0,anno1.g1055.t1,387
g_1017,2,"['anno1.g1056.t1', 'anno2.MSTRG.428.3']","[604, 571]",33,anno1.g1056.t1,604
g_1018,1,['anno1.g1057.t1'],[1381],0,anno1.g1057.t1,1381
g_1019,1,['anno1.g1058.t1'],[1648],0,anno1.g1058.t1,1648
g_1020,2,"['anno1.g1059.t1', 'anno1.g1059.t2']","[235, 232]",3,anno1.g1059.t1,235
g_1021,1,['anno1.g1060.t1'],[3303],0,anno1.g1060.t1,3303
g_15660,1,['anno2.MSTRG.436.1'],[1081],0,anno2.MSTRG.436.1,1081
g_1022,1,['anno1.g1061.t1'],[372],0,anno1.g1061.t1,372
g_1023,1,['anno1.g1062.t1'],[422],0,anno1.g1062.t1,422
g_1024,2,"['anno1.g1063.t1', 'anno2.MSTRG.439.3']","[226, 225]",1,anno1.g1063.t1,226
g_1026,1,['anno1.g1065.t1'],[239],0,anno1.g1065.t1,239
g_1027,1,['anno1.g1066.t1'],[1071],0,anno1.g1066.t1,1071
g_1028,1,['anno1.g1067.t1'],[379],0,anno1.g1067.t1,379
g_1029,3,"['anno1.g1068.t1', 'anno1.g1068.t2', 'anno2.MSTRG.457.1']","[1302, 1315, 1303]",13,anno1.g1068.t2,1315
g_1030,2,"['anno1.g1069.t1', 'anno2.MSTRG.458.1']","[395, 402]",7,anno2.MSTRG.458.1,402
g_1031,1,['anno1.g1070.t1'],[158],0,anno1.g1070.t1,158
g_1032,1,['anno1.g1071.t1'],[71],0,anno1.g1071.t1,71
g_1033,1,['anno1.g1072.t1'],[257],0,anno1.g1072.t1,257
g_15626,1,['anno2.MSTRG.460.2'],[164],0,anno2.MSTRG.460.2,164
g_1034,2,"['anno1.g1073.t1', 'anno2.4742_t']","[213, 251]",38,anno2.4742_t,251
g_1035,2,"['anno1.g1074.t1', 'anno2.4692_t']","[801, 106]",695,anno1.g1074.t1,801
g_1036,1,['anno1.g1075.t1'],[1006],0,anno1.g1075.t1,1006
g_1037,1,['anno1.g1076.t1'],[1285],0,anno1.g1076.t1,1285
g_1039,1,['anno2.MSTRG.471.1'],[194],0,anno2.MSTRG.471.1,194
g_1038,1,['anno1.g1077.t1'],[337],0,anno1.g1077.t1,337
g_16830,1,['anno2.MSTRG.473.1'],[321],0,anno2.MSTRG.473.1,321
g_1040,1,['anno1.g1079.t1'],[413],0,anno1.g1079.t1,413
g_1041,1,['anno1.g1080.t1'],[750],0,anno1.g1080.t1,750
g_1042,1,['anno1.g1081.t1'],[299],0,anno1.g1081.t1,299
g_1043,3,"['anno1.g1082.t1', 'anno2.MSTRG.474.1', 'anno2.MSTRG.474.3']","[341, 340, 339]",2,anno1.g1082.t1,341
g_1044,1,['anno1.g1083.t1'],[193],0,anno1.g1083.t1,193
g_16632,1,['anno2.5101_t'],[166],0,anno2.5101_t,166
g_1045,2,"['anno1.g1084.t1', 'anno2.MSTRG.476.5']","[345, 1027]",682,anno2.MSTRG.476.5,1027
g_1047,1,['anno1.g1086.t1'],[293],0,anno1.g1086.t1,293
g_1048,2,"['anno1.g1087.t1', 'anno2.MSTRG.478.1']","[287, 290]",3,anno2.MSTRG.478.1,290
g_1049,1,['anno1.g1088.t1'],[72],0,anno1.g1088.t1,72
g_1050,1,['anno1.g1089.t1'],[772],0,anno1.g1089.t1,772
g_1051,7,"['anno1.g1091.t1', 'anno1.g1091.t2', 'anno1.g1091.t3', 'anno1.g1091.t4', 'anno1.g1091.t5', 'anno1.g1091.t6', 'anno1.g1091.t7']","[4981, 4949, 4946, 4951, 4943, 4912, 4934]",69,anno1.g1091.t1,4981
g_1053,1,['anno1.g1093.t1'],[375],0,anno1.g1093.t1,375
g_16362,1,['anno2.3484_t'],[1200],0,anno2.3484_t,1200
g_16363,1,['anno2.3485_t'],[173],0,anno2.3485_t,173
g_16831,1,['anno1.g1094.t1'],[396],0,anno1.g1094.t1,396
g_1054,1,['anno1.g1095.t1'],[397],0,anno1.g1095.t1,397
g_1055,1,['anno1.g1096.t1'],[278],0,anno1.g1096.t1,278
g_1056,1,['anno1.g1097.t1'],[291],0,anno1.g1097.t1,291
g_1057,1,['anno1.g1098.t1'],[293],0,anno1.g1098.t1,293
g_1058,1,['anno1.g1099.t1'],[908],0,anno1.g1099.t1,908
g_1060,2,"['anno1.g1101.t1', 'anno2.1226_t']","[257, 254]",3,anno1.g1101.t1,257
g_1061,1,['anno1.g1102.t1'],[636],0,anno1.g1102.t1,636
g_1062,1,['anno1.g1103.t1'],[773],0,anno1.g1103.t1,773
g_16832,1,['anno1.g1104.t1'],[297],0,anno1.g1104.t1,297
g_1063,1,['anno1.g1105.t1'],[289],0,anno1.g1105.t1,289
g_1064,1,['anno1.g1106.t1'],[295],0,anno1.g1106.t1,295
g_1065,1,['anno1.g1107.t1'],[187],0,anno1.g1107.t1,187
g_1066,1,['anno1.g1108.t1'],[93],0,anno1.g1108.t1,93
g_1067,1,['anno1.g1109.t1'],[149],0,anno1.g1109.t1,149
g_1068,1,['anno1.g1110.t1'],[411],0,anno1.g1110.t1,411
g_1069,1,['anno1.g1111.t1'],[1093],0,anno1.g1111.t1,1093
g_1070,1,['anno1.g1112.t1'],[347],0,anno1.g1112.t1,347
g_1071,5,"['anno1.g1113.t1', 'anno1.g1113.t2', 'anno1.g1113.t3', 'anno1.g1113.t4', 'anno2.1927_t']","[603, 613, 613, 662, 604]",59,anno1.g1113.t4,662
g_1072,1,['anno1.g1114.t1'],[89],0,anno1.g1114.t1,89
g_1073,1,['anno1.g1115.t1'],[768],0,anno1.g1115.t1,768
g_15420,1,['anno2.MSTRG.501.1'],[108],0,anno2.MSTRG.501.1,108
g_16359,1,['anno2.3430_t'],[88],0,anno2.3430_t,88
g_15814,1,['anno2.MSTRG.502.1'],[198],0,anno2.MSTRG.502.1,198
g_1075,1,['anno1.g1117.t1'],[284],0,anno1.g1117.t1,284
g_1076,1,['anno1.g1118.t1'],[131],0,anno1.g1118.t1,131
g_1077,1,['anno1.g1119.t1'],[153],0,anno1.g1119.t1,153
g_1078,1,['anno1.g1120.t1'],[215],0,anno1.g1120.t1,215
g_1079,1,['anno1.g1121.t1'],[256],0,anno1.g1121.t1,256
g_1080,1,['anno1.g1122.t1'],[301],0,anno1.g1122.t1,301
g_1081,1,['anno1.g1123.t1'],[77],0,anno1.g1123.t1,77
g_16833,1,['anno1.g1124.t1'],[115],0,anno1.g1124.t1,115
g_1082,1,['anno1.g1125.t1'],[132],0,anno1.g1125.t1,132
g_1083,1,['anno1.g1126.t1'],[235],0,anno1.g1126.t1,235
g_1084,1,['anno1.g1127.t1'],[115],0,anno1.g1127.t1,115
g_1085,1,['anno1.g1128.t1'],[267],0,anno1.g1128.t1,267
g_1086,1,['anno1.g1129.t1'],[125],0,anno1.g1129.t1,125
g_1087,1,['anno1.g1130.t1'],[545],0,anno1.g1130.t1,545
g_1088,1,['anno1.g1131.t1'],[391],0,anno1.g1131.t1,391
g_1089,1,['anno1.g1132.t1'],[107],0,anno1.g1132.t1,107
g_1090,1,['anno1.g1133.t1'],[655],0,anno1.g1133.t1,655
g_1091,1,['anno1.g1134.t1'],[70],0,anno1.g1134.t1,70
g_1092,2,"['anno1.g1135.t1', 'anno2.999_t']","[277, 304]",27,anno2.999_t,304
g_1093,1,['anno1.g1136.t3'],[832],0,anno1.g1136.t3,832
g_1094,1,['anno2.4400_t'],[406],0,anno2.4400_t,406
g_1095,1,['anno1.g1138.t1'],[328],0,anno1.g1138.t1,328
g_1096,1,['anno1.g1139.t1'],[861],0,anno1.g1139.t1,861
g_1097,1,['anno1.g1140.t1'],[334],0,anno1.g1140.t1,334
g_1098,2,"['anno1.g1141.t1', 'anno2.6207_t']","[277, 304]",27,anno2.6207_t,304
g_1099,1,['anno1.g1142.t1'],[1216],0,anno1.g1142.t1,1216
g_1100,1,['anno1.g1143.t1'],[155],0,anno1.g1143.t1,155
g_1101,1,['anno1.g1144.t1'],[304],0,anno1.g1144.t1,304
g_1102,1,['anno1.g1145.t1'],[495],0,anno1.g1145.t1,495
g_1103,3,"['anno1.g1146.t1', 'anno1.g1146.t2', 'anno2.4922_t']","[446, 450, 409]",41,anno1.g1146.t2,450
g_1104,1,['anno1.g1147.t1'],[306],0,anno1.g1147.t1,306
g_15620,1,['anno2.MSTRG.536.1'],[412],0,anno2.MSTRG.536.1,412
g_1105,1,['anno1.g1148.t1'],[716],0,anno1.g1148.t1,716
g_1106,1,['anno1.g1149.t1'],[170],0,anno1.g1149.t1,170
g_1107,3,"['anno1.g1150.t1', 'anno1.g1150.t2', 'anno1.g1150.t3']","[1109, 1097, 1146]",49,anno1.g1150.t3,1146
g_1108,1,['anno2.2958_t'],[226],0,anno2.2958_t,226
g_1109,2,"['anno1.g1152.t1', 'anno2.MSTRG.541.5']","[242, 518]",276,anno2.MSTRG.541.5,518
g_1110,1,['anno1.g1153.t1'],[386],0,anno1.g1153.t1,386
g_1111,2,"['anno1.g1154.t1', 'anno2.2219_t']","[471, 376]",95,anno1.g1154.t1,471
g_1112,1,['anno1.g1155.t1'],[449],0,anno1.g1155.t1,449
g_1113,1,['anno1.g1156.t1'],[257],0,anno1.g1156.t1,257
g_1114,1,['anno1.g1157.t1'],[309],0,anno1.g1157.t1,309
g_1115,1,['anno2.3591_t'],[139],0,anno2.3591_t,139
g_16834,1,['anno2.3592_t'],[577],0,anno2.3592_t,577
g_1116,4,"['anno1.g1159.t1', 'anno1.g1159.t2', 'anno1.g1159.t3', 'anno2.5092_t']","[226, 225, 221, 208]",18,anno1.g1159.t1,226
g_1117,1,['anno1.g1160.t1'],[480],0,anno1.g1160.t1,480
g_1118,1,['anno2.MSTRG.552.1'],[196],0,anno2.MSTRG.552.1,196
g_1119,2,"['anno1.g1162.t1', 'anno1.g1162.t2']","[141, 162]",21,anno1.g1162.t2,162
g_1120,2,"['anno1.g1163.t1', 'anno1.g1163.t2']","[339, 339]",0,anno1.g1163.t1,339
g_1121,1,['anno1.g1164.t1'],[247],0,anno1.g1164.t1,247
g_1122,1,['anno1.g1165.t1'],[259],0,anno1.g1165.t1,259
g_1123,1,['anno1.g1166.t1'],[348],0,anno1.g1166.t1,348
g_1124,1,['anno1.g1167.t1'],[312],0,anno1.g1167.t1,312
g_1125,1,['anno1.g1168.t1'],[448],0,anno1.g1168.t1,448
g_1126,1,['anno1.g1169.t1'],[291],0,anno1.g1169.t1,291
g_1127,1,['anno1.g1170.t1'],[142],0,anno1.g1170.t1,142
g_1128,2,"['anno1.g1171.t1', 'anno1.g1171.t2']","[1147, 1160]",13,anno1.g1171.t2,1160
g_1129,1,['anno1.g1172.t1'],[611],0,anno1.g1172.t1,611
g_1130,1,['anno1.g1173.t1'],[611],0,anno1.g1173.t1,611
g_1131,2,"['anno1.g1174.t1', 'anno2.MSTRG.566.10']","[556, 555]",1,anno1.g1174.t1,556
g_1132,1,['anno1.g1175.t1'],[297],0,anno1.g1175.t1,297
g_1133,1,['anno1.g1176.t1'],[359],0,anno1.g1176.t1,359
g_1134,4,"['anno1.g1177.t1', 'anno2.314_t', 'anno2.MSTRG.572.1', 'anno2.MSTRG.572.2']","[708, 367, 418, 381]",341,anno1.g1177.t1,708
g_1135,2,"['anno1.g1178.t1', 'anno1.g1178.t2']","[985, 989]",4,anno1.g1178.t2,989
g_15477,1,['anno2.MSTRG.575.1'],[105],0,anno2.MSTRG.575.1,105
g_15658,1,['anno2.MSTRG.579.1'],[532],0,anno2.MSTRG.579.1,532
g_1136,3,"['anno1.g1179.t1', 'anno1.g1179.t2', 'anno2.MSTRG.580.3']","[1047, 1049, 1050]",3,anno2.MSTRG.580.3,1050
g_1137,1,['anno1.g1180.t1'],[122],0,anno1.g1180.t1,122
g_1138,1,['anno1.g1181.t1'],[108],0,anno1.g1181.t1,108
g_15874,1,['anno2.46_t'],[463],0,anno2.46_t,463
g_1139,1,['anno2.47_t'],[734],0,anno2.47_t,734
g_1140,6,"['anno1.g1183.t1', 'anno1.g1183.t2', 'anno2.MSTRG.587.1', 'anno2.MSTRG.587.2', 'anno2.MSTRG.587.3', 'anno2.MSTRG.587.4']","[930, 949, 898, 1017, 1323, 732]",591,anno2.MSTRG.587.3,1323
g_1141,1,['anno2.MSTRG.588.1'],[471],0,anno2.MSTRG.588.1,471
g_1142,1,['anno1.g1185.t1'],[274],0,anno1.g1185.t1,274
g_1143,1,['anno1.g1186.t1'],[224],0,anno1.g1186.t1,224
g_1144,1,['anno1.g1187.t1'],[219],0,anno1.g1187.t1,219
g_1145,2,"['anno1.g1188.t1', 'anno2.MSTRG.591.2']","[559, 584]",25,anno2.MSTRG.591.2,584
g_1146,1,['anno1.g1189.t1'],[530],0,anno1.g1189.t1,530
g_1147,1,['anno1.g1190.t1'],[298],0,anno1.g1190.t1,298
g_1148,3,"['anno1.g1191.t1', 'anno2.MSTRG.596.2', 'anno2.MSTRG.596.3']","[1292, 1324, 1235]",89,anno2.MSTRG.596.2,1324
g_1149,2,"['anno1.g1192.t1', 'anno2.MSTRG.599.2']","[578, 502]",76,anno1.g1192.t1,578
g_1150,1,['anno1.g1193.t1'],[210],0,anno1.g1193.t1,210
g_1151,2,"['anno1.g1194.t2', 'anno2.MSTRG.600.1']","[602, 484]",118,anno1.g1194.t2,602
g_1152,1,['anno1.g1195.t1'],[401],0,anno1.g1195.t1,401
g_1153,1,['anno1.g1196.t1'],[437],0,anno1.g1196.t1,437
g_1154,2,"['anno1.g1197.t1', 'anno2.MSTRG.601.1']","[78, 143]",65,anno2.MSTRG.601.1,143
g_1155,1,['anno1.g1198.t1'],[109],0,anno1.g1198.t1,109
g_1156,1,['anno1.g1199.t1'],[168],0,anno1.g1199.t1,168
g_1157,3,"['anno1.g1200.t1', 'anno2.MSTRG.603.1', 'anno2.MSTRG.603.2']","[540, 576, 519]",57,anno2.MSTRG.603.1,576
g_1158,1,['anno1.g1201.t1'],[540],0,anno1.g1201.t1,540
g_1159,1,['anno1.g1202.t1'],[382],0,anno1.g1202.t1,382
g_16268,1,['anno2.2875_t'],[91],0,anno2.2875_t,91
g_1160,1,['anno1.g1203.t1'],[309],0,anno1.g1203.t1,309
g_1161,1,['anno1.g1204.t1'],[339],0,anno1.g1204.t1,339
g_1162,1,['anno1.g1205.t1'],[374],0,anno1.g1205.t1,374
g_1163,1,['anno1.g1206.t1'],[164],0,anno1.g1206.t1,164
g_15798,1,['anno2.MSTRG.608.1'],[154],0,anno2.MSTRG.608.1,154
g_1164,1,['anno1.g1207.t1'],[412],0,anno1.g1207.t1,412
g_1165,1,['anno1.g1208.t1'],[363],0,anno1.g1208.t1,363
g_1166,1,['anno1.g1209.t1'],[354],0,anno1.g1209.t1,354
g_1167,1,['anno1.g1210.t1'],[291],0,anno1.g1210.t1,291
g_1168,1,['anno1.g1211.t1'],[263],0,anno1.g1211.t1,263
g_1169,2,"['anno1.g1212.t1', 'anno2.MSTRG.613.2']","[844, 816]",28,anno1.g1212.t1,844
g_1170,1,['anno1.g1213.t1'],[540],0,anno1.g1213.t1,540
g_1171,1,['anno1.g1214.t1'],[119],0,anno1.g1214.t1,119
g_1172,1,['anno1.g1215.t1'],[362],0,anno1.g1215.t1,362
g_1173,1,['anno1.g1216.t1'],[93],0,anno1.g1216.t1,93
g_1174,1,['anno1.g1217.t1'],[452],0,anno1.g1217.t1,452
g_1175,1,['anno1.g1218.t1'],[390],0,anno1.g1218.t1,390
g_1176,2,"['anno1.g1219.t1', 'anno2.MSTRG.616.5']","[756, 584]",172,anno1.g1219.t1,756
g_1177,1,['anno1.g1220.t1'],[174],0,anno1.g1220.t1,174
g_1178,1,['anno1.g1221.t1'],[116],0,anno1.g1221.t1,116
g_1179,1,['anno1.g1222.t1'],[162],0,anno1.g1222.t1,162
g_1180,1,['anno1.g1223.t1'],[418],0,anno1.g1223.t1,418
g_1182,1,['anno1.g1225.t1'],[266],0,anno1.g1225.t1,266
g_1183,1,['anno1.g1226.t1'],[618],0,anno1.g1226.t1,618
g_1184,1,['anno1.g1227.t1'],[266],0,anno1.g1227.t1,266
g_1185,1,['anno1.g1228.t1'],[516],0,anno1.g1228.t1,516
g_1186,1,['anno1.g1229.t1'],[173],0,anno1.g1229.t1,173
g_16835,1,['anno1.g1230.t1'],[180],0,anno1.g1230.t1,180
g_1187,2,"['anno1.g1231.t1', 'anno2.4712_t']","[179, 198]",19,anno2.4712_t,198
g_1188,1,['anno1.g1232.t1'],[780],0,anno1.g1232.t1,780
g_1189,1,['anno1.g1233.t1'],[422],0,anno1.g1233.t1,422
g_1190,1,['anno1.g1234.t1'],[91],0,anno1.g1234.t1,91
g_1191,2,"['anno1.g1235.t1', 'anno1.g1235.t2']","[2103, 2104]",1,anno1.g1235.t2,2104
g_1192,1,['anno2.4848_t'],[334],0,anno2.4848_t,334
g_16836,1,['anno2.4850_t'],[586],0,anno2.4850_t,586
g_1193,3,"['anno1.g1237.t1', 'anno1.g1237.t2', 'anno1.g1237.t3']","[1065, 1066, 1093]",28,anno1.g1237.t3,1093
g_1194,2,"['anno1.g1238.t1', 'anno1.g1238.t2']","[924, 945]",21,anno1.g1238.t2,945
g_1195,1,['anno1.g1239.t1'],[495],0,anno1.g1239.t1,495
g_1196,1,['anno1.g1240.t1'],[150],0,anno1.g1240.t1,150
g_1197,1,['anno1.g1241.t1'],[194],0,anno1.g1241.t1,194
g_1198,1,['anno1.g1242.t1'],[418],0,anno1.g1242.t1,418
g_1199,1,['anno1.g1243.t1'],[147],0,anno1.g1243.t1,147
g_1200,1,['anno1.g1244.t1'],[101],0,anno1.g1244.t1,101
g_1201,1,['anno1.g1245.t1'],[207],0,anno1.g1245.t1,207
g_1202,1,['anno1.g1246.t1'],[287],0,anno1.g1246.t1,287
g_1203,1,['anno1.g1247.t1'],[702],0,anno1.g1247.t1,702
g_1204,1,['anno1.g1248.t1'],[843],0,anno1.g1248.t1,843
g_1205,1,['anno1.g1249.t1'],[199],0,anno1.g1249.t1,199
g_1206,1,['anno1.g1250.t1'],[428],0,anno1.g1250.t1,428
g_1207,1,['anno1.g1251.t1'],[225],0,anno1.g1251.t1,225
g_1208,2,"['anno1.g1252.t2', 'anno2.4268_t']","[317, 180]",137,anno1.g1252.t2,317
g_16495,1,['anno2.4267_t'],[444],0,anno2.4267_t,444
g_15366,1,['anno2.MSTRG.661.2'],[494],0,anno2.MSTRG.661.2,494
g_1209,1,['anno1.g1253.t1'],[502],0,anno1.g1253.t1,502
g_1210,4,"['anno1.g1254.t1', 'anno2.MSTRG.662.1', 'anno2.MSTRG.662.2', 'anno2.MSTRG.662.3']","[353, 469, 467, 429]",116,anno2.MSTRG.662.1,469
g_16837,1,['anno2.MSTRG.663.1'],[223],0,anno2.MSTRG.663.1,223
g_1211,1,['anno1.g1256.t1'],[512],0,anno1.g1256.t1,512
g_1212,2,"['anno1.g1257.t1', 'anno2.MSTRG.665.1']","[373, 281]",92,anno1.g1257.t1,373
g_1213,1,['anno1.g1258.t1'],[279],0,anno1.g1258.t1,279
g_1214,1,['anno1.g1259.t1'],[362],0,anno1.g1259.t1,362
g_1216,1,['anno1.g1261.t1'],[402],0,anno1.g1261.t1,402
g_1217,2,"['anno1.g1262.t1', 'anno2.MSTRG.672.1']","[819, 859]",40,anno2.MSTRG.672.1,859
g_1218,3,"['anno1.g1263.t1', 'anno2.MSTRG.673.1', 'anno2.MSTRG.674.1']","[2703, 2816, 599]",2217,anno2.MSTRG.673.1,2816
g_1219,2,"['anno1.g1264.t1', 'anno2.MSTRG.677.1']","[772, 782]",10,anno2.MSTRG.677.1,782
g_1220,1,['anno1.g1265.t1'],[414],0,anno1.g1265.t1,414
g_1221,1,['anno1.g1266.t1'],[214],0,anno1.g1266.t1,214
g_1222,1,['anno1.g1267.t1'],[307],0,anno1.g1267.t1,307
g_1223,1,['anno1.g1268.t1'],[205],0,anno1.g1268.t1,205
g_1224,1,['anno1.g1269.t1'],[131],0,anno1.g1269.t1,131
g_1225,1,['anno1.g1270.t1'],[133],0,anno1.g1270.t1,133
g_1226,1,['anno1.g1271.t1'],[377],0,anno1.g1271.t1,377
g_1227,1,['anno1.g1272.t1'],[552],0,anno1.g1272.t1,552
g_1228,1,['anno1.g1273.t1'],[353],0,anno1.g1273.t1,353
g_1229,2,"['anno1.g1274.t1', 'anno1.g1274.t2']","[1120, 1106]",14,anno1.g1274.t1,1120
g_1230,1,['anno2.MSTRG.684.1'],[112],0,anno2.MSTRG.684.1,112
g_1231,6,"['anno1.g1276.t1', 'anno1.g1276.t2', 'anno1.g1276.t3', 'anno2.MSTRG.686.1', 'anno2.MSTRG.686.2', 'anno2.MSTRG.686.3']","[3974, 3977, 3962, 4025, 4011, 4037]",75,anno2.MSTRG.686.3,4037
g_1232,1,['anno1.g1277.t1'],[336],0,anno1.g1277.t1,336
g_1233,1,['anno1.g1278.t1'],[519],0,anno1.g1278.t1,519
g_1234,1,['anno1.g1279.t1'],[254],0,anno1.g1279.t1,254
g_1235,2,"['anno1.g1280.t1', 'anno2.MSTRG.690.1']","[512, 514]",2,anno2.MSTRG.690.1,514
g_1236,1,['anno1.g1281.t1'],[516],0,anno1.g1281.t1,516
g_1237,1,['anno1.g1282.t1'],[643],0,anno1.g1282.t1,643
g_1239,7,"['anno1.g1284.t1', 'anno1.g1284.t2', 'anno1.g1284.t3', 'anno1.g1284.t4', 'anno1.g1284.t5', 'anno1.g1284.t6', 'anno2.2190_t']","[1719, 1707, 1718, 1715, 1707, 1711, 1635]",84,anno1.g1284.t1,1719
g_1240,1,['anno1.g1285.t1'],[417],0,anno1.g1285.t1,417
g_1241,3,"['anno1.g1286.t1', 'anno1.g1286.t2', 'anno2.2192_t']","[3141, 3131, 3112]",29,anno1.g1286.t1,3141
g_1242,3,"['anno1.g1287.t1', 'anno1.g1287.t2', 'anno2.MSTRG.697.2']","[854, 835, 852]",19,anno1.g1287.t1,854
g_1243,1,['anno1.g1288.t1'],[410],0,anno1.g1288.t1,410
g_1244,1,['anno1.g1289.t1'],[592],0,anno1.g1289.t1,592
g_1245,1,['anno1.g1290.t1'],[173],0,anno1.g1290.t1,173
g_1246,1,['anno1.g1291.t1'],[108],0,anno1.g1291.t1,108
g_1247,2,"['anno1.g1292.t1', 'anno2.MSTRG.701.1']","[854, 855]",1,anno2.MSTRG.701.1,855
g_1248,1,['anno1.g1293.t1'],[312],0,anno1.g1293.t1,312
g_1249,1,['anno1.g1294.t1'],[1195],0,anno1.g1294.t1,1195
g_1250,1,['anno1.g1295.t1'],[132],0,anno1.g1295.t1,132
g_1251,1,['anno1.g1296.t1'],[150],0,anno1.g1296.t1,150
g_15820,1,['anno2.MSTRG.705.1'],[118],0,anno2.MSTRG.705.1,118
g_1252,1,['anno1.g1298.t2'],[100],0,anno1.g1298.t2,100
g_16713,1,['anno2.5715_t'],[90],0,anno2.5715_t,90
g_1255,1,['anno1.g1301.t1'],[551],0,anno1.g1301.t1,551
g_1256,1,['anno2.MSTRG.719.1'],[530],0,anno2.MSTRG.719.1,530
g_1257,1,['anno1.g1303.t1'],[161],0,anno1.g1303.t1,161
g_1258,1,['anno1.g1304.t1'],[380],0,anno1.g1304.t1,380
g_1259,2,"['anno1.g1305.t1', 'anno2.1393_t']","[153, 160]",7,anno2.1393_t,160
g_1260,1,['anno1.g1306.t1'],[285],0,anno1.g1306.t1,285
g_1261,2,"['anno1.g1307.t1', 'anno1.g1307.t2']","[571, 574]",3,anno1.g1307.t2,574
